ID,date,pressure,flow_rate,suction_pressure,discharge_pressure,rpm,vibration_rms,vibration_peak,structural_vibration,motor_current,power_draw_kw,bearing_temperature,motor_temperature,pump_casing_temperature,oil_temperature,fluid_temperature,ambient_temperature,oil_pressure,oil_level,seal_pressure,leakage_rate,runtime_hours_since_last_maintenance,days_since_last_maintenance,start_stop_count,pressure_fluctuations,flow_interruptions,acoustic_signal_level,time_until_next_maintenance
P1,2025-09-06,120.88,307.05,53.76,188.33,1849,1.885,3.291,1.083,16.55,7.62,58.02,70.93,60.74,59.23,55.91,29.38,4.8,87.38,4.22,0.0193,412.0,21,24,0.769,0,32.8,23
P1,2025-09-07,120.84,307.1,54.19,186.8,1848,2.056,3.271,1.148,16.46,7.66,58.44,69.47,60.81,59.37,55.29,30.42,4.88,86.98,4.09,0.0195,428.56,22,25,0.697,0,32.57,22
P1,2025-09-08,121.33,307.61,52.97,188.08,1849,1.977,3.464,1.125,16.73,7.65,58.94,70.04,60.74,59.79,55.9,28.9,4.75,86.01,4.07,0.0197,447.82,23,25,0.845,0,32.48,21
P1,2025-09-09,121.24,308.37,53.51,184.47,1845,2.048,3.54,1.178,16.58,7.64,59.32,70.48,61.61,58.94,55.51,29.83,4.81,86.37,4.16,0.0204,461.83,24,25,0.8,0,32.5,20
P1,2025-09-10,121.79,305.88,53.73,188.34,1854,2.012,3.61,1.176,16.74,7.64,58.05,69.99,59.91,59.93,55.11,30.44,4.8,85.81,4.09,0.0201,480.53,25,25,0.859,0,33.79,19
P1,2025-09-11,120.48,310.2,53.81,188.26,1845,1.936,3.659,1.263,16.64,7.74,59.82,70.94,60.74,60.24,55.86,30.93,4.8,85.39,4.07,0.0189,501.51,26,25,0.811,0,32.96,18
P1,2025-09-12,121.5,306.36,52.74,188.31,1855,2.149,3.717,1.242,16.68,7.79,58.83,70.43,61.27,59.36,55.99,29.9,4.79,85.18,4.15,0.0215,525.03,27,25,0.845,0,33.06,17
P1,2025-09-13,122.25,303.45,53.11,186.57,1841,2.131,3.893,1.312,16.98,7.83,58.68,71.81,61.34,59.56,55.98,29.49,4.82,85.95,4.09,0.0176,539.61,28,25,0.812,0,31.91,16
P1,2025-09-14,121.26,311.73,53.5,187.05,1859,2.128,3.874,1.362,16.96,7.85,60.64,71.28,62.59,60.76,56.76,30.15,4.68,84.13,4.2,0.0193,560.49,29,25,0.864,0,34.24,15
P1,2025-09-15,122.17,305.68,52.18,188.63,1859,2.236,3.873,1.261,16.81,7.85,60.81,71.48,61.62,60.83,56.24,31.4,4.66,84.52,4.14,0.0209,578.03,30,25,0.966,1,34.73,14
P1,2025-09-16,122.6,301.44,51.99,188.99,1854,2.317,3.914,1.355,16.91,7.88,59.05,72.34,61.12,60.25,56.63,30.62,4.69,83.94,4.19,0.0223,596.02,31,25,0.943,0,34.0,13
P1,2025-09-17,121.54,305.99,53.05,189.37,1853,2.33,4.089,1.384,16.91,7.78,60.1,72.47,61.8,60.69,56.32,30.04,4.67,83.44,4.25,0.0232,612.39,32,26,0.989,0,33.89,12
P1,2025-09-18,122.33,306.18,52.79,188.05,1851,2.403,3.983,1.338,16.98,7.87,60.89,72.75,62.22,61.56,56.28,30.25,4.68,83.17,4.12,0.0237,634.39,33,26,0.958,0,34.04,11
P1,2025-09-19,121.56,305.08,52.9,188.77,1853,2.422,4.298,1.534,17.28,8.06,61.16,72.13,63.3,61.28,56.66,30.76,4.66,82.6,4.23,0.024,654.38,34,26,1.101,0,34.65,10
P1,2025-09-20,123.07,309.28,53.11,188.01,1859,2.414,4.317,1.509,17.17,8.06,60.73,71.38,62.54,59.84,57.22,31.1,4.62,83.14,4.22,0.0228,670.49,35,26,1.075,0,34.69,9
P1,2025-09-21,122.81,304.83,51.6,189.12,1845,2.478,4.322,1.53,17.23,8.05,61.73,72.38,62.18,60.18,57.56,30.55,4.58,82.31,4.28,0.024,688.78,36,26,1.097,0,35.26,8
P1,2025-09-22,122.09,302.63,52.11,189.87,1842,2.512,4.406,1.623,17.32,8.17,61.48,71.7,62.64,60.84,57.19,30.89,4.58,81.68,4.25,0.0203,706.93,37,27,1.112,1,36.49,7
P1,2025-09-23,123.26,303.91,52.53,188.3,1859,2.551,4.604,1.565,17.42,8.23,62.17,74.61,63.31,61.44,57.43,31.94,4.53,82.01,4.27,0.0279,727.42,38,27,1.221,0,35.62,6
P1,2025-09-24,124.02,303.14,52.22,188.75,1846,2.69,4.586,1.604,17.44,8.2,61.96,73.16,63.25,60.78,57.12,30.42,4.66,81.54,4.34,0.0207,742.35,39,27,1.17,1,36.27,5
P1,2025-09-25,123.62,305.16,51.31,189.39,1847,2.656,4.546,1.613,17.51,8.19,62.77,72.07,62.76,62.33,56.64,29.85,4.56,81.81,4.32,0.0245,766.17,40,27,1.195,0,36.11,4
P1,2025-09-26,124.8,305.72,51.53,190.57,1854,2.609,4.689,1.688,17.61,8.23,62.23,72.33,63.64,61.42,57.49,30.64,4.57,81.05,4.25,0.0252,783.83,41,27,1.175,0,35.92,3
P1,2025-09-27,123.28,303.1,51.49,189.64,1855,2.751,4.772,1.682,17.28,8.37,62.94,73.28,63.13,61.93,57.01,29.96,4.61,80.64,4.23,0.0245,802.37,42,27,1.18,1,36.79,2
P1,2025-09-28,122.14,301.73,52.31,189.7,1849,2.735,4.9,1.818,17.36,8.27,62.6,73.58,63.93,62.18,58.12,31.51,4.46,80.24,4.31,0.0234,821.79,43,27,1.307,2,37.41,1
P1,2025-09-29,118.92,312.45,50.8,184.54,1857,0.978,1.947,0.571,15.79,6.84,53.8,64.44,55.97,57.11,53.23,30.2,4.83,92.46,3.89,0.0108,35.0,1,26,0.297,0,28.53,51
P1,2025-09-30,120.02,312.93,51.62,184.91,1859,1.081,1.916,0.576,15.66,6.99,54.72,64.44,56.0,57.18,53.88,30.13,5.07,91.63,4.01,0.0134,55.56,2,27,0.238,0,28.17,50
P1,2025-10-01,118.7,312.35,51.11,185.64,1859,1.149,2.114,0.578,15.97,6.9,53.01,63.66,56.26,56.93,54.2,30.41,4.97,91.08,4.03,0.0101,71.29,3,27,0.317,0,28.84,49
P1,2025-10-02,118.29,311.54,50.78,184.12,1839,1.272,2.196,0.678,15.68,6.84,53.79,64.8,55.51,57.35,53.1,30.75,4.98,90.49,3.91,0.016,94.45,4,27,0.325,0,28.57,48
P1,2025-10-03,120.48,311.94,50.3,184.87,1847,1.218,2.118,0.604,15.9,7.04,53.62,64.93,56.97,57.27,54.25,32.07,4.84,90.95,3.92,0.0127,114.26,5,28,0.266,1,30.14,47
P1,2025-10-04,120.83,312.11,50.23,185.51,1847,1.176,2.358,0.768,15.98,7.07,53.71,64.62,57.11,56.78,54.3,31.92,4.9,90.73,4.05,0.0148,133.2,6,28,0.31,0,29.31,46
P1,2025-10-05,119.61,312.44,50.86,183.92,1851,1.424,2.435,0.735,15.74,7.2,54.05,65.53,57.76,57.35,54.04,31.18,4.77,90.98,3.95,0.0139,150.25,7,28,0.376,0,30.21,45
P1,2025-10-06,120.68,311.01,50.68,185.08,1842,1.263,2.302,0.745,15.9,7.04,55.27,64.22,56.88,58.4,53.29,31.51,4.84,91.07,4.09,0.0155,173.25,8,28,0.378,0,29.84,44
P1,2025-10-07,120.0,312.23,51.06,184.35,1845,1.414,2.549,0.733,15.77,7.11,55.43,65.49,56.64,57.78,54.5,32.07,4.93,90.22,3.93,0.0176,188.6,9,28,0.364,0,29.26,43
P1,2025-10-08,121.09,309.02,51.02,184.12,1856,1.458,2.624,0.787,15.94,7.21,55.42,67.09,57.46,57.88,54.37,32.08,4.76,90.7,4.0,0.0127,209.63,10,28,0.393,2,30.91,42
P1,2025-10-09,121.27,311.79,50.07,184.65,1839,1.439,2.538,0.757,16.17,7.23,54.82,66.56,56.03,58.44,54.48,33.15,4.81,90.26,4.08,0.0139,229.87,11,28,0.393,0,30.1,41
P1,2025-10-10,120.66,308.03,50.33,185.56,1842,1.533,2.609,0.862,16.09,7.1,55.03,64.49,57.05,57.76,54.56,32.4,4.74,90.29,4.08,0.0177,250.82,12,28,0.467,0,30.0,40
P1,2025-10-11,119.78,310.46,50.18,187.34,1852,1.401,2.654,0.814,16.19,7.19,54.53,67.32,56.97,58.29,54.07,32.43,4.74,89.42,4.01,0.0168,268.25,13,28,0.474,0,30.57,39
P1,2025-10-12,120.19,309.88,50.04,184.85,1853,1.567,2.603,0.793,16.18,7.34,55.86,65.63,57.19,58.9,54.74,32.23,4.79,88.97,4.07,0.017,291.77,14,28,0.5,0,30.82,38
P1,2025-10-13,121.25,310.17,49.65,186.64,1855,1.55,2.671,0.841,16.3,7.25,55.46,67.53,56.65,58.42,54.64,32.38,4.75,89.59,4.15,0.0166,312.23,15,28,0.523,0,30.75,37
P1,2025-10-14,119.81,308.24,50.3,185.93,1852,1.577,2.834,0.963,16.53,7.29,55.64,67.22,57.82,58.01,54.24,33.49,4.82,89.6,4.04,0.0186,329.73,16,28,0.569,0,31.12,36
P1,2025-10-15,121.15,312.82,49.7,186.45,1852,1.558,2.924,0.904,16.14,7.43,56.26,65.99,57.98,59.04,54.32,32.38,4.75,89.38,4.05,0.0193,350.3,17,28,0.574,0,31.33,35
P1,2025-10-16,121.39,311.48,50.48,185.35,1856,1.616,2.791,0.886,16.23,7.34,55.78,67.41,57.28,57.53,54.6,33.29,4.78,87.83,4.09,0.0181,366.95,18,28,0.577,0,30.58,34
P1,2025-10-17,121.45,311.45,50.15,187.0,1839,1.689,3.082,0.863,16.37,7.52,56.41,67.32,57.79,58.72,55.25,32.54,4.69,88.44,4.03,0.0172,382.77,19,28,0.632,0,32.45,33
P1,2025-10-18,120.76,308.92,50.52,187.3,1840,1.69,3.236,1.038,16.54,7.37,56.33,68.01,58.29,59.2,55.38,32.12,4.64,88.49,4.09,0.018,405.08,20,28,0.638,0,31.37,32
P1,2025-10-19,122.18,310.51,50.4,186.37,1852,1.726,3.24,1.048,16.68,7.46,56.4,67.87,57.74,58.57,55.7,31.98,4.66,88.09,3.97,0.0193,424.32,21,28,0.6,0,32.25,31
P1,2025-10-20,122.41,308.95,49.65,186.37,1841,1.783,3.206,1.091,16.62,7.55,57.28,68.71,58.44,59.58,55.04,33.03,4.73,87.76,4.06,0.0183,445.98,22,28,0.713,0,31.84,30
P1,2025-10-21,120.5,307.6,49.71,186.55,1860,1.935,3.271,1.088,16.56,7.63,56.57,68.3,59.47,59.92,55.98,32.39,4.62,87.93,4.13,0.0187,467.26,23,28,0.697,0,32.97,29
P1,2025-10-22,121.15,307.29,49.99,187.06,1847,1.933,3.293,1.231,16.46,7.52,57.08,68.33,59.75,59.71,56.38,33.69,4.5,88.03,4.12,0.0182,485.79,24,28,0.779,0,32.21,28
P1,2025-10-23,121.98,308.61,49.76,185.67,1852,1.883,3.296,1.102,16.74,7.54,57.83,67.06,59.13,58.95,55.16,33.41,4.69,87.11,4.04,0.018,499.99,25,28,0.647,0,32.44,27
P1,2025-10-24,121.28,306.92,49.73,186.92,1857,1.928,3.517,1.119,16.71,7.73,57.42,68.05,58.09,58.59,56.3,32.66,4.64,88.04,4.04,0.0177,516.0,26,28,0.69,1,32.63,26
P1,2025-10-25,120.53,307.48,50.17,187.32,1851,1.874,3.546,1.134,16.57,7.7,57.08,66.51,59.22,59.87,56.4,34.75,4.51,87.26,4.09,0.0209,534.72,27,28,0.75,0,33.04,25
P1,2025-10-26,122.0,307.46,50.11,186.36,1844,2.122,3.728,1.186,16.75,7.71,57.25,69.21,60.12,60.09,56.86,33.0,4.6,87.14,4.11,0.0187,555.28,28,28,0.84,0,32.82,24
P1,2025-10-27,123.08,309.28,49.8,186.35,1846,2.043,3.692,1.189,16.78,7.67,57.28,67.9,58.88,59.93,56.94,34.28,4.51,86.92,4.1,0.0202,578.3,29,28,0.87,0,33.29,23
P1,2025-10-28,122.45,308.41,49.47,187.27,1849,2.061,3.533,1.23,16.42,7.7,58.71,69.14,59.47,60.38,55.88,33.89,4.54,85.64,4.12,0.0229,600.75,30,28,0.876,0,33.33,22
P1,2025-10-29,122.18,308.32,50.01,187.99,1861,2.05,3.653,1.172,16.98,7.58,58.59,68.16,58.91,60.12,56.26,33.41,4.61,86.02,4.14,0.0209,624.22,31,28,0.839,0,31.82,21
P1,2025-10-30,122.69,308.76,49.14,188.37,1859,2.207,3.764,1.224,16.85,7.81,57.95,69.52,59.86,60.08,56.13,33.14,4.46,84.92,4.17,0.0191,641.85,32,28,0.897,0,33.8,20
P1,2025-10-31,122.84,307.15,50.15,187.42,1852,2.158,3.827,1.337,17.09,7.9,59.19,68.87,59.92,60.3,56.24,33.42,4.46,84.82,4.15,0.022,662.88,33,28,0.963,0,33.89,19
P1,2025-11-01,122.76,305.03,49.67,187.9,1853,2.263,3.896,1.304,16.95,7.83,58.35,69.28,59.94,60.81,56.44,32.83,4.44,85.05,4.09,0.0238,680.66,34,28,0.946,0,33.69,18
P1,2025-11-02,121.99,306.69,49.49,186.68,1861,2.161,3.81,1.405,16.53,7.93,58.65,70.0,59.86,60.41,57.24,34.91,4.5,85.11,4.15,0.0228,699.22,35,28,0.908,0,33.95,17
P1,2025-11-03,122.46,305.61,50.03,188.5,1848,2.222,4.178,1.364,17.15,7.95,58.85,69.92,60.44,61.04,56.32,32.72,4.61,84.12,4.14,0.0229,721.0,36,29,0.949,1,34.09,16
P1,2025-11-04,122.57,305.37,50.18,190.37,1860,2.295,3.961,1.378,17.18,7.93,58.24,69.47,60.4,60.3,57.18,33.5,4.42,83.58,4.21,0.0233,741.66,37,29,0.919,2,34.78,15
P1,2025-11-05,124.23,306.22,50.36,188.12,1860,2.407,4.244,1.444,17.02,7.99,59.59,70.93,60.12,60.99,57.08,33.99,4.45,82.81,4.17,0.0224,757.4,38,29,1.021,1,34.66,14
P1,2025-11-06,122.59,302.26,50.44,188.79,1854,2.387,4.212,1.474,17.26,7.99,59.65,69.98,61.46,60.57,58.02,34.77,4.4,82.95,4.2,0.0243,775.33,39,29,1.032,0,34.14,13
P1,2025-11-07,123.16,303.52,50.79,188.99,1857,2.469,4.305,1.547,17.31,8.21,60.48,69.76,60.9,61.34,57.39,34.35,4.52,83.1,4.26,0.0217,792.22,40,29,1.056,1,35.24,12
P1,2025-11-08,122.97,308.96,50.2,187.69,1861,2.218,4.344,1.443,16.88,7.82,58.66,69.19,60.19,60.69,57.0,33.27,4.39,82.78,4.25,0.0214,810.53,41,29,0.959,0,34.86,11
P1,2025-11-09,123.7,305.75,51.62,189.94,1857,2.475,4.428,1.474,17.28,8.03,59.5,71.43,61.29,61.45,56.58,33.34,4.45,82.33,4.13,0.0233,834.4,42,30,1.023,0,34.39,10
P1,2025-11-10,123.3,306.23,50.72,188.23,1843,2.488,4.503,1.646,17.28,8.19,59.31,70.64,60.35,61.07,58.4,34.19,4.42,81.85,4.23,0.0245,850.52,43,30,1.069,0,35.03,9
P1,2025-11-11,124.18,301.78,51.13,188.8,1852,2.667,4.602,1.606,17.16,8.1,60.21,70.04,61.63,61.34,57.1,34.29,4.35,81.62,4.17,0.0248,870.96,44,31,1.157,1,35.59,8
P1,2025-11-12,122.98,304.57,50.52,187.4,1850,2.575,4.507,1.621,17.36,8.04,61.14,70.53,62.47,61.19,57.59,33.48,4.31,81.11,4.22,0.0237,889.1,45,31,1.17,1,35.49,7
P1,2025-11-13,124.3,302.72,51.16,189.38,1843,2.598,4.647,1.574,17.35,8.34,60.77,70.55,61.79,61.78,58.69,34.04,4.27,81.11,4.17,0.0231,911.49,46,31,1.232,0,36.11,6
P1,2025-11-14,123.0,302.27,52.05,189.26,1854,2.709,4.688,1.63,17.44,8.25,60.77,70.44,62.21,60.73,56.99,32.89,4.3,81.16,4.28,0.0226,927.67,47,31,1.185,1,36.3,5
P1,2025-11-15,124.28,302.6,51.03,190.14,1849,2.694,4.819,1.728,17.38,8.35,60.8,70.99,62.27,61.24,57.69,33.8,4.26,79.76,4.33,0.026,942.38,48,31,1.199,1,36.51,4
P1,2025-11-16,124.1,303.53,51.21,188.87,1846,2.714,4.663,1.561,17.44,8.32,60.24,71.93,61.68,62.04,57.43,32.91,4.3,80.15,4.31,0.0264,959.95,49,31,1.188,0,36.36,3
P1,2025-11-17,122.25,302.94,51.02,189.73,1854,2.721,4.825,1.657,17.41,8.22,60.57,72.19,61.84,61.59,57.77,35.24,4.28,80.17,4.33,0.0259,980.16,50,31,1.207,0,36.15,2
P1,2025-11-18,124.3,303.41,51.82,188.59,1841,2.77,4.826,1.801,17.39,8.37,61.05,71.22,62.18,61.46,57.8,32.49,4.25,79.61,4.29,0.0272,994.51,51,31,1.251,1,36.35,1
P1,2025-11-19,119.04,313.85,52.4,184.0,1851,1.124,2.224,0.673,15.79,6.92,52.97,63.47,54.56,57.28,53.76,34.24,5.04,93.58,4.0,0.0111,32.72,1,31,0.331,0,29.2,64
P1,2025-11-20,118.94,317.04,52.66,184.68,1852,1.163,2.151,0.613,15.78,6.89,53.24,61.99,54.57,57.5,53.75,34.93,5.09,92.51,3.95,0.0091,55.74,2,31,0.252,0,28.96,63
P1,2025-11-21,119.88,312.28,52.23,183.65,1847,1.153,2.12,0.579,15.44,6.85,52.31,62.97,54.46,57.36,54.31,33.32,5.09,91.73,3.98,0.0065,75.2,3,31,0.229,0,28.03,62
P1,2025-11-22,119.34,309.33,53.88,184.99,1843,1.282,2.353,0.559,15.5,7.05,53.18,64.19,54.51,57.23,54.1,34.69,5.12,91.7,3.94,0.0077,92.07,4,31,0.323,0,29.34,61
P1,2025-11-23,119.75,312.01,52.07,184.38,1847,1.264,2.061,0.643,15.59,6.86,52.24,63.48,54.21,56.53,53.76,32.2,5.11,91.37,3.99,0.0097,106.4,5,31,0.28,0,28.58,60
P1,2025-11-24,119.04,312.66,53.02,183.77,1844,1.299,2.32,0.612,15.54,7.01,53.22,63.52,54.85,56.94,54.63,32.92,5.11,91.56,3.83,0.0093,124.86,6,31,0.33,0,29.53,59
P1,2025-11-25,119.44,314.17,52.14,185.95,1851,1.258,2.337,0.719,15.92,6.97,52.48,63.3,54.84,57.03,53.85,33.29,5.1,90.97,3.93,0.0091,141.07,7,31,0.3,0,28.72,58
P1,2025-11-26,119.98,313.95,52.36,184.0,1856,1.242,2.394,0.65,15.78,7.02,52.79,64.01,55.61,57.58,54.22,33.67,5.11,90.89,4.02,0.0101,163.3,8,31,0.371,0,29.79,57
P1,2025-11-27,119.44,308.46,53.39,186.04,1851,1.27,2.466,0.747,15.98,7.09,51.11,62.35,55.45,56.84,54.02,32.7,5.01,91.48,3.99,0.0104,185.01,9,31,0.373,0,29.72,56
P1,2025-11-28,119.31,313.33,52.21,184.76,1853,1.342,2.495,0.698,15.84,7.16,54.05,64.17,54.78,57.82,53.49,33.7,5.06,90.52,4.06,0.0099,205.5,10,31,0.419,0,30.24,55
P1,2025-11-29,119.63,311.18,53.31,183.9,1845,1.387,2.703,0.715,15.85,7.18,52.76,63.47,55.78,57.51,55.23,33.23,5.01,91.06,3.98,0.0094,223.71,11,31,0.438,0,29.98,54
P2,2025-01-01,123.26,283.67,57.57,162.52,1781,1.232,2.097,0.681,15.98,8.65,58.08,72.98,65.62,59.91,53.7,28.47,4.9,93.13,3.33,0.0084,19.86,1,0,0.24,0,33.38,71
P2,2025-01-02,123.24,286.34,57.97,162.54,1775,1.311,2.092,0.799,16.13,8.61,57.75,72.34,66.43,60.07,53.6,28.24,4.92,93.91,3.34,0.0093,39.02,2,0,0.215,0,32.36,70
P2,2025-01-03,124.28,283.93,58.54,163.97,1781,1.312,2.164,0.858,16.22,8.66,58.43,72.78,66.68,60.75,53.93,29.43,4.89,92.52,3.26,0.0096,61.29,3,0,0.235,0,32.73,69
P2,2025-01-04,122.67,284.36,57.81,163.25,1765,1.26,2.069,0.886,15.82,8.62,59.4,73.14,66.91,60.09,53.41,29.53,4.97,94.12,3.36,0.0096,81.04,4,0,0.187,1,33.56,68
P2,2025-01-05,123.09,288.23,58.92,163.24,1776,1.37,2.233,0.935,16.06,8.69,59.75,73.13,66.43,60.14,53.83,28.07,4.86,92.38,3.39,0.0109,96.16,5,0,0.252,0,33.65,67
P2,2025-01-06,123.77,279.82,59.01,164.64,1778,1.381,2.469,0.91,16.11,8.78,59.84,73.32,66.69,60.97,53.77,29.44,4.91,92.96,3.28,0.0121,118.99,6,0,0.322,0,33.87,66
P2,2025-01-07,123.8,284.03,58.81,161.55,1768,1.334,2.48,0.991,16.11,8.81,59.17,73.06,67.6,60.01,54.47,29.13,4.84,92.56,3.32,0.0126,133.17,7,0,0.254,0,33.23,65
P2,2025-01-08,123.92,285.23,59.55,164.71,1782,1.487,2.373,0.964,16.14,8.75,59.5,72.42,67.28,60.87,54.25,29.86,4.78,91.99,3.36,0.0091,147.96,8,0,0.266,0,34.91,64
P2,2025-01-09,124.24,282.71,59.08,164.76,1782,1.474,2.408,0.921,16.19,8.82,59.81,74.09,66.91,61.57,54.65,30.76,4.82,92.18,3.29,0.0131,171.45,9,0,0.242,0,34.16,63
P2,2025-01-10,124.3,283.78,59.21,163.92,1776,1.394,2.277,0.886,16.28,8.88,60.18,74.41,67.31,61.13,54.94,30.46,4.83,91.81,3.23,0.013,194.71,10,0,0.284,0,33.97,62
P2,2025-01-11,123.79,286.16,58.42,163.88,1777,1.468,2.467,1.047,16.22,8.9,59.7,73.3,67.56,60.74,54.65,30.3,4.75,91.4,3.32,0.0126,209.04,11,0,0.284,0,33.51,61
P2,2025-01-12,122.5,281.06,59.4,164.04,1791,1.477,2.601,1.124,16.23,8.89,60.47,74.17,67.15,61.24,55.54,30.71,4.86,92.17,3.33,0.0121,231.27,12,0,0.324,0,33.25,60
P2,2025-01-13,123.69,279.35,60.36,165.71,1793,1.585,2.496,1.02,16.21,8.99,60.65,72.95,68.2,61.95,56.01,30.02,4.85,91.51,3.43,0.011,246.06,13,1,0.376,0,34.52,59
P2,2025-01-14,123.08,283.53,59.74,162.59,1781,1.594,2.489,1.089,15.98,8.91,60.96,74.45,68.16,61.33,54.62,29.92,4.8,91.14,3.26,0.014,262.71,14,1,0.364,0,33.87,58
P2,2025-01-15,124.08,285.47,59.56,164.67,1782,1.546,2.663,0.947,16.22,8.92,61.09,74.27,67.77,61.67,55.65,29.64,4.87,91.49,3.32,0.0152,286.43,15,1,0.468,0,34.22,57
P2,2025-01-16,124.7,279.56,59.78,163.37,1774,1.783,2.834,1.088,16.43,8.92,61.14,74.05,67.46,60.79,54.69,30.62,4.74,91.01,3.31,0.0148,304.74,16,1,0.396,1,34.96,56
P2,2025-01-17,123.17,282.81,60.09,164.3,1772,1.699,2.673,1.018,16.4,9.02,61.38,75.07,66.59,61.84,54.78,31.75,4.78,90.26,3.49,0.0115,324.45,17,1,0.434,0,34.28,55
P2,2025-01-18,124.24,282.37,60.24,165.06,1783,1.639,2.785,1.152,16.26,9.05,61.92,75.34,67.87,61.04,54.83,31.24,4.7,90.95,3.3,0.0114,347.81,18,1,0.451,0,34.55,54
P2,2025-01-19,124.49,286.32,59.6,164.48,1785,1.673,2.655,1.096,16.42,9.03,61.11,74.14,67.49,60.82,55.5,29.56,4.82,89.66,3.3,0.0118,362.53,19,1,0.406,0,34.89,53
P2,2025-01-20,124.1,283.03,59.47,165.61,1798,1.658,2.806,1.178,16.27,8.9,60.54,74.38,68.03,61.0,54.71,30.67,4.65,90.71,3.28,0.0098,377.35,20,1,0.528,0,35.35,52
P2,2025-01-21,123.78,283.1,60.22,165.32,1785,1.776,2.786,1.142,16.39,9.03,61.23,75.54,67.21,61.57,54.92,30.04,4.67,90.22,3.34,0.0147,400.75,21,1,0.472,0,34.49,51
P2,2025-01-22,124.18,285.64,59.36,166.17,1785,1.767,3.036,1.15,16.59,9.01,61.03,74.56,68.6,61.44,56.35,31.49,4.84,89.17,3.4,0.0131,419.51,22,1,0.512,0,34.5,50
P2,2025-01-23,124.45,281.09,59.88,165.23,1783,1.816,2.769,1.141,16.58,9.13,61.9,75.33,68.04,62.19,54.93,30.44,4.81,88.92,3.43,0.0128,443.27,23,1,0.463,0,35.18,49
P2,2025-01-24,124.93,282.46,59.41,164.25,1785,1.672,2.825,1.291,16.44,8.98,61.68,76.03,67.78,61.7,56.89,30.57,4.66,89.4,3.35,0.0131,466.62,24,1,0.579,0,35.44,48
P2,2025-01-25,123.99,280.35,60.33,164.22,1782,1.739,3.125,1.097,16.62,8.95,62.14,75.89,67.61,61.86,56.24,32.15,4.73,88.88,3.42,0.0128,488.76,25,1,0.564,0,35.44,47
P2,2025-01-26,124.66,283.28,59.32,166.55,1781,1.872,3.187,1.254,16.78,9.04,61.32,74.74,68.14,61.04,56.22,32.17,4.66,88.89,3.44,0.0131,502.98,26,1,0.411,0,34.98,46
P2,2025-01-27,125.53,282.73,60.43,165.04,1768,1.832,3.108,1.212,16.66,9.28,62.45,74.53,67.43,62.44,55.44,31.27,4.67,88.17,3.45,0.0178,522.67,27,1,0.495,0,35.71,45
P2,2025-01-28,123.05,285.94,59.46,165.26,1773,2.015,3.139,1.251,16.64,9.24,62.93,75.66,68.78,61.54,55.77,31.36,4.63,87.72,3.44,0.0154,538.57,28,1,0.588,0,35.17,44
P2,2025-01-29,123.77,278.37,60.77,165.18,1781,1.807,3.067,1.282,16.72,9.24,62.12,74.85,68.66,62.68,55.8,30.54,4.65,88.14,3.46,0.0149,557.73,29,1,0.558,0,34.88,43
P2,2025-01-30,123.97,278.92,60.31,164.98,1781,1.944,3.256,1.394,16.58,9.26,61.7,74.55,69.82,62.83,56.15,31.22,4.65,87.6,3.42,0.0164,578.67,30,1,0.612,0,35.37,42
P2,2025-01-31,123.81,283.44,59.77,164.65,1785,1.927,3.31,1.343,16.76,9.19,63.32,75.55,69.07,62.29,56.43,32.65,4.67,88.11,3.38,0.0118,594.75,31,1,0.582,0,35.72,41
P2,2025-02-01,125.73,277.87,60.11,165.62,1779,1.929,3.35,1.339,16.69,9.35,63.06,76.29,68.71,62.43,56.03,30.99,4.66,87.91,3.43,0.015,613.66,32,2,0.6,0,36.05,40
P2,2025-02-02,126.13,279.79,60.1,166.37,1781,2.151,3.551,1.384,16.85,9.27,63.37,75.87,69.02,63.16,55.58,31.18,4.49,87.39,3.55,0.0141,632.01,33,3,0.652,0,36.35,39
P2,2025-02-03,124.79,278.46,60.03,166.79,1775,2.018,3.379,1.307,16.81,9.21,62.26,74.32,69.41,62.99,54.97,30.62,4.59,87.1,3.53,0.013,655.0,34,3,0.626,1,36.46,38
P2,2025-02-04,126.08,279.93,60.18,165.8,1784,2.196,3.619,1.355,17.07,9.42,64.63,76.66,69.39,62.99,56.54,31.43,4.55,86.35,3.5,0.0153,677.42,35,3,0.743,0,36.89,37
P2,2025-02-05,125.05,277.24,60.7,166.55,1782,2.041,3.384,1.271,16.79,9.23,62.06,74.65,69.25,62.98,55.19,30.59,4.56,86.37,3.42,0.0161,692.86,36,3,0.634,0,36.2,36
P2,2025-02-06,126.71,280.52,59.76,166.17,1782,2.139,3.425,1.365,16.97,9.32,62.72,76.44,69.39,62.55,56.71,31.0,4.54,87.14,3.44,0.0137,709.36,37,3,0.619,0,36.67,35
P2,2025-02-07,124.6,273.72,59.99,166.46,1780,2.153,3.568,1.486,16.88,9.39,63.84,77.05,69.56,63.53,55.74,31.41,4.56,87.12,3.47,0.0184,730.96,38,4,0.7,1,37.73,34
P2,2025-02-08,125.16,279.29,60.33,167.18,1786,2.286,3.75,1.394,16.87,9.44,64.32,75.68,70.06,61.9,57.24,31.39,4.57,86.55,3.45,0.0179,747.37,39,5,0.766,0,36.58,33
P2,2025-02-09,124.7,276.65,60.0,167.23,1781,2.119,3.523,1.451,17.08,9.45,62.96,77.33,69.75,63.2,55.99,30.69,4.63,86.55,3.44,0.0151,767.8,40,5,0.769,0,36.46,32
